capa_id,open_date,close_date,days_to_close,product,department,severity,root_cause,regulatory_reference,incident_summary,root_cause_detail,corrective_action,preventive_action,effectiveness_check,effectiveness_rating,recurrence,investigator_name,investigator_role,approver_name,approver_role,ca_completion_date,pa_completion_date,ec_completion_date
CAPA-2023-0447,2023-02-09,2023-05-29,109,Warfarin 5mg Tablets,Packaging,Medium,Material / Supplier Defect,21 CFR Part 211.130,Particle size of Sodium Starch Glycolate lot LOT-31344 from ChemSource Inc outside specification — D90 336.0µm against NMT 200µm. Discovered during incoming QC. Previous lots all compliant.,Supplier milling equipment calibration had drifted — milling screen replaced without re-qualification of particle size output. Change not notified to pharmaceutical customer.,"Lot rejected. Supplier formally notified. All batches manufactured with this lot quarantined — dissolution testing performed. {random.randint(2,4)} batches showed dissolution impact and were rejected.",Supplier quality agreement updated — any equipment change affecting particle size requires 30-day prior notification and sample submission for qualification testing before shipment.,Zero particle size OOS results from this supplier for 24 months. Annual supplier process capability review for critical quality attributes.,Not Effective,No,R. Sharma,Engineering Lead,Dr. L. Fernandez,QP / Responsible Person,2023-03-01,2023-03-08,2023-05-24
CAPA-2023-0448,2023-06-14,2023-09-26,104,Dexamethasone 4mg/mL Injection,Sterile Fill,High,Process Deviation,EU GMP Annex 1,Dissolution failure at 60 minute timepoint for batch D2807A — 57.0% dissolved against NLT 79%. Three consecutive batches failed same timepoint.,Disintegrant particle size from new supplier lot was outside historical range. Smaller particle size reduced disintegrant performance. Incoming test for particle size was not performed on this excipient.,Three batches rejected. Emergency particle size testing of all remaining disintegrant stock. Alternative approved supplier lot sourced. Reformulation study initiated.,Particle size testing added to incoming QC specification for disintegrant. Supplier change notification procedure tightened — any new supplier lot requires comparative dissolution testing before use.,Zero dissolution failures for 12 months. 100% incoming particle size compliance for disintegrant on monthly QC report.,Effective,No,L. Chen,Validation Lead,Dr. A. Gupta,Site Director,2023-06-19,2023-08-13,2023-09-21
CAPA-2022-0449,2022-09-07,2023-01-07,122,Warfarin 5mg Tablets,Stability,Medium,Material / Supplier Defect,21 CFR Part 211.166,Particle size of Microcrystalline Cellulose lot LOT-49998 from BioRaw GmbH outside specification — D90 270.0µm against NMT 200µm. Discovered during incoming QC. Previous lots all compliant.,Supplier milling equipment calibration had drifted — milling screen replaced without re-qualification of particle size output. Change not notified to pharmaceutical customer.,"Lot rejected. Supplier formally notified. All batches manufactured with this lot quarantined — dissolution testing performed. {random.randint(2,4)} batches showed dissolution impact and were rejected.",Supplier quality agreement updated — any equipment change affecting particle size requires 30-day prior notification and sample submission for qualification testing before shipment.,Zero particle size OOS results from this supplier for 24 months. Annual supplier process capability review for critical quality attributes.,Effective,No,L. Chen,Validation Lead,Dr. S. Mehta,QA Director,2022-09-27,2022-11-07,2022-12-26
CAPA-2019-0450,2019-01-01,2019-06-08,158,Salbutamol Inhaler 100mcg,Warehouse,Low,Process Deviation,EU GMP Chapter 3,In-process pH of batch D8786C measured 4.3 — below validated range lower limit of 5.1 during granulation. Batch held pending investigation.,Purified water used for granulation fluid had transient low pH of 4.6 due to CO2 absorption from environmental exposure after storage tank vent filter change.,Batch rejected. Water system investigated — vent filter replaced and water re-qualified. pH specification for WFI tightened. Batch manufacturing process fully reviewed.,"In-line pH monitoring of WFI at point of use — alert at pH 5.8, process stop at pH 5.5. Vent filter change now triggers WFI re-qualification before manufacturing use.",WFI pH within specification for 12 months on daily monitoring log. Zero pH-related granulation failures.,Partially Effective,No,S. Mehta,QA Director,Dr. L. Fernandez,QP / Responsible Person,2019-01-31,2019-03-16,2019-05-27
CAPA-2019-0451,2019-05-23,2019-09-06,106,Metformin 850mg Tablets,Warehouse,Medium,Process Deviation,EU GMP Chapter 3,Visible particulate found in 65 vials during 100% visual inspection of batch C9863A (6629 total vials). Particles identified as glass lamellae from vial inner surface.,Glass vial supplier had process change — new vial mould introduced without notifying pharmaceutical customer. New mould produced higher rate of glass delamination under washing/sterilisation conditions.,Batch rejected and destroyed. All vials from same supplier lot quarantined. Supplier formally notified. Emergency supply sourced from qualified alternative supplier for ongoing production.,Supplier change notification clause added to vial supplier quality agreement — any process change requires prior notification and sample submission for qualification. Incoming vial delamination test introduced.,Zero glass particulate events for 12 months. Annual vial supplier audit to verify change notification process.,Partially Effective,No,J. Patel,QA Manager,Dr. L. Fernandez,QP / Responsible Person,2019-06-17,2019-07-27,2019-08-31
CAPA-2020-0452,2020-10-01,2021-04-02,183,Insulin Injection 100IU/mL,Sterile Fill,Low,Training Gap,21 CFR Part 211.113,Maintenance technician OP-1866 performed PM on BAL-634 using procedure revision 1.7 — current revision is 6.0. Incorrect torque settings applied to critical fasteners.,Maintenance procedure updated after equipment upgrade but engineering team training records not updated. Technician had not been notified of revision. Paper copy of old revision still in maintenance binder.,Equipment re-PM'd using current procedure. Critical fastener torque values verified with calibrated torque wrench. Equipment function tested before return to service.,Maintenance procedures issued via DMS only — paper binders eliminated. Technicians receive DMS notification of all procedure revisions. Revision acknowledgement mandatory before technician can perform task.,Zero outdated procedure usage by maintenance for 12 months. Monthly DMS access audit confirms all maintenance tasks use current procedure.,Effective,No,J. Patel,QA Manager,Dr. A. Gupta,Site Director,2020-10-28,2020-12-25,2021-03-21
CAPA-2019-0453,2019-02-11,2019-05-12,90,Amoxicillin 500mg Capsules,Packaging,Low,Process Deviation,21 CFR Part 211.130,In-process pH of batch D1737B measured 4.4 — below validated range lower limit of 5.0 during granulation. Batch held pending investigation.,Purified water used for granulation fluid had transient low pH of 4.9 due to CO2 absorption from environmental exposure after storage tank vent filter change.,Batch rejected. Water system investigated — vent filter replaced and water re-qualified. pH specification for WFI tightened. Batch manufacturing process fully reviewed.,"In-line pH monitoring of WFI at point of use — alert at pH 5.8, process stop at pH 5.5. Vent filter change now triggers WFI re-qualification before manufacturing use.",WFI pH within specification for 12 months on daily monitoring log. Zero pH-related granulation failures.,Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2019-03-05,2019-03-20,2019-05-07
CAPA-2019-0454,2019-08-07,2019-11-13,98,Paracetamol 500mg Tablets,Manufacturing,High,Human Error,EU GMP Chapter 5,Incorrect expiry date printed on 1763 units of product for batch C7672C by operator OP-3772. Error discovered during packing QA line check. Correct date: 2025-10.,Operator manually entered expiry date into label printing system. Transposition error made (month and year swapped). No automated cross-check with batch record.,All mislabelled units isolated and relabelled under dual QA supervision. 100% barcode verification performed on relabelled units. Distribution check confirmed no units released.,Expiry date auto-populated from batch record in printing system — manual entry disabled. Barcode scan of printed label vs batch record mandatory before label application begins.,Zero labelling errors for 12 months. Monthly label audit: 100% of batches verified for correct expiry date.,Effective,No,M. Williams,QA Analyst,Dr. S. Mehta,QA Director,2019-08-25,2019-09-19,2019-11-04
CAPA-2021-0455,2021-07-27,2021-11-23,119,Dexamethasone 4mg/mL Injection,Packaging,Low,Software / System Failure,21 CFR Part 211.130,LIMS system generated incorrect assay calculation for batch A4318A — formula error in related substances calculation module introduced in version 7.3 upgrade.,Software upgrade validation did not include calculation verification against manual calculation for all test types. Dissolution module calculation tested for tablet dosage forms only — not vials.,All affected results manually recalculated. LIMS vendor provided emergency patch within 48 hours. Patch validated before installation. All results re-entered after patch confirmation.,LIMS upgrade validation protocol extended — all calculation modules must be verified against manual calculation for all dosage forms before go-live. No upgrade approved without QA sign-off on calculation check.,Zero LIMS calculation errors for 12 months. 100% upgrade validation compliance on change control audit.,Effective,No,R. Sharma,Engineering Lead,Dr. A. Gupta,Site Director,2021-08-15,2021-09-24,2021-11-19
CAPA-2023-0456,2023-01-01,2023-05-28,147,Morphine Sulfate 10mg/mL Injection,QC Laboratory,Medium,Process Deviation,USP <1058>,Tablet hardness for batch B1305B failed specification — 68.0% of tablets below minimum 7.8 kP during IPC at 25% compression.,"Compression force drifted below validated minimum — tablet press {equip()} main compression roll bearing showing early wear, causing force variation between strokes.",Compression halted. Bearing replaced. Batch 100% checked by automated hardness tester. Sub-specification tablets rejected. Remaining batch released after QA review.,Compression force monitoring added to real-time SCADA display with alert at ±5% from setpoint. Main compression roll bearing added to 6-monthly PM schedule.,Zero hardness OOS events on this press for 12 months. Bearing inspection records reviewed quarterly.,Partially Effective,No,P. Singh,Production Manager,Dr. L. Fernandez,QP / Responsible Person,2023-01-08,2023-03-08,2023-05-17
CAPA-2021-0457,2021-03-30,2021-06-11,73,Atorvastatin 20mg Tablets,Dispensary,Low,Human Error,EU GMP Chapter 5,Wrong batch number entered in electronic batch record for batch C9854A by operator OP-5016. Error discovered during QA batch record review — two batches had same number in system.,Operator manually typed batch number rather than scanning barcode from manufacturing order. Keyboard transposition created duplicate batch number. EBR did not flag the duplicate.,Batch record corrected with full audit trail. Investigation confirmed no product mix-up occurred. System vendor engaged to add duplicate batch number validation.,EBR updated to reject duplicate batch numbers at entry — system alert raised immediately. Batch number entry by keyboard disabled — scan only via barcode reader.,Zero duplicate batch number events in EBR for 12 months.,Effective,No,J. Patel,QA Manager,Dr. S. Mehta,QA Director,2021-04-24,2021-05-09,2021-06-08
CAPA-2018-0458,2018-10-14,2019-01-15,93,Omeprazole 20mg Capsules,QC Laboratory,Low,Software / System Failure,ICH Q2(R1),Temperature monitoring software failed to generate alarm for cold room exceedance of 12.2°C. Exceedance lasted 2.8 hours before discovered by operator. Batch D6757C affected.,Alarm suppression feature activated by engineer during sensor replacement — suppression not deactivated after work completed. No confirmation step in alarm management procedure.,Alarm suppression deactivated. Alarm system tested and verified functional. Affected batch quarantined and thermal assessment performed.,Alarm suppression requires dual sign-off (engineer + QA) with mandatory deactivation step on work completion form. Active suppressions visible on alarm dashboard — daily check mandated.,Zero undetected temperature exceedances for 12 months. Daily alarm status check compliance 100%.,Effective,No,S. Mehta,QA Director,Dr. L. Fernandez,QP / Responsible Person,2018-10-28,2018-11-07,2019-01-01
CAPA-2021-0459,2021-10-31,2022-03-01,121,Metformin 850mg Tablets,Warehouse,Low,Equipment Failure,EU GMP Chapter 3,Filling pump FD-386 o-ring failure caused variable fill volume on vial filling line 4 during batch B9270B. Fill weights ranged 0.91mL to 1.15mL against target 1.00mL ± 2%.,O-ring reached end of service life. PM interval of 6 months was insufficient for this filling speed. O-ring wear not inspected between PM events.,Filling halted. O-ring replaced. 100% gravimetric IPC check repeated across batch. Batch accepted after QA review of all fill weight data.,PM interval reduced from 6 to 3 months for all filling pump o-rings. O-ring inspection added to daily line clearance. Spare o-ring kit maintained at line side.,Zero fill volume OOS events on affected line for 6 months. PM compliance rate 100% on quarterly audit.,Partially Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2021-11-11,2021-12-15,2022-02-21
CAPA-2018-0460,2018-05-07,2018-09-20,136,Warfarin 5mg Tablets,Warehouse,Medium,Equipment Failure,21 CFR Part 211.142,Filling pump LAF-723 o-ring failure caused variable fill volume on vial filling line 4 during batch A1156C. Fill weights ranged 0.86mL to 1.12mL against target 1.00mL ± 2%.,O-ring reached end of service life. PM interval of 6 months was insufficient for this filling speed. O-ring wear not inspected between PM events.,Filling halted. O-ring replaced. 100% gravimetric IPC check repeated across batch. Batch accepted after QA review of all fill weight data.,PM interval reduced from 6 to 3 months for all filling pump o-rings. O-ring inspection added to daily line clearance. Spare o-ring kit maintained at line side.,Zero fill volume OOS events on affected line for 6 months. PM compliance rate 100% on quarterly audit.,Effective,No,R. Sharma,Engineering Lead,Dr. L. Fernandez,QP / Responsible Person,2018-06-02,2018-07-05,2018-09-16
CAPA-2018-0461,2018-03-23,2018-08-08,138,Insulin Injection 100IU/mL,Sterile Fill,Medium,Human Error,21 CFR Part 211.113,Two raw material lots LOT-88815 and LOT-56919 mixed during dispensing for batch D3903C — both materials look identical. Mix-up detected by second operator during verification before batch manufacture began.,Both lots stored adjacent to each other on same shelf. Labels had similar colouring. Operator picked from wrong position under dim lighting conditions in dispensary.,Mixed quantities discarded. New quantities dispensed from correct identified lots. Dispensary lighting levels measured and found below recommended 500 lux — emergency lighting upgrade initiated.,Dispensary storage reorganised — similar-looking materials stored in separate zones with physical dividers. Lighting upgraded to 750 lux. Barcode scan of material and lot mandatory before dispensing.,Zero material mix-up events for 12 months. Dispensary lighting compliance ≥500 lux on quarterly environmental check.,Not Effective,Yes,T. Brown,Regulatory Affairs Lead,Dr. S. Mehta,QA Director,2018-04-21,2018-05-13,2018-07-25
CAPA-2023-0462,2023-08-12,2023-11-26,106,Amoxicillin 500mg Capsules,QC Laboratory,High,Equipment Failure,USP <1058>,Tablet press FP-339 punch wear resulted in weight variation OOS during compression of batch D6947A. RSD 4.1% against limit 2%. 24% of tablets outside ±5% weight limit.,Punches worn beyond allowable limit. No intermediate wear measurement performed between batches. Wear only detected at batch failure.,Compression halted. Worn punches replaced. Batch 100% weight-sorted; OOS tablets rejected. Replacement punches qualified before restart.,Punch wear gauge check added to start-up procedure and every 2 hours mid-run. Punch replacement triggered at 80% of maximum wear limit.,Zero punch-wear-related OOS events on this press for 12 months. Punch inspection records reviewed on monthly QA audit.,Partially Effective,No,M. Williams,QA Analyst,Dr. S. Mehta,QA Director,2023-09-01,2023-09-16,2023-11-20
CAPA-2023-0463,2023-12-23,2024-04-30,129,Vancomycin 500mg Powder for Infusion,Dispensary,High,Environmental Control Failure,21 CFR Part 211.101,HVAC system failure in Grade B manufacturing suite A — differential pressure dropped to 6 Pa (limit ≥15 Pa) for 1.9 hours during batch A3087B.,HVAC supply fan belt failed — no redundancy available on this system. Production was not notified of HVAC alarm for 45 minutes due to alarm panel location in engineering area.,"Area evacuated. Batch risk-assessed — manufacturing in early stage, low risk. Batch accepted with documented QA justification. HVAC repaired with new belt and alignment check.",Redundant HVAC fan installed in Grade B suite. HVAC alarms mirrored to production area panel and QA office. Response procedure added to area emergency response document.,Zero HVAC differential pressure failures for 12 months. Alarm response time ≤15 minutes on monthly alarm log.,Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2024-01-16,2024-02-06,2024-04-19
CAPA-2020-0464,2020-07-08,2020-11-10,125,Insulin Injection 100IU/mL,Manufacturing,Low,Documentation Error,21 CFR Part 211.100,Batch record for batch D1849B missing authorised signature at critical step 14 — fill start. Identified during QA batch record review before release.,"Operator completed the step but was called away urgently before signing. Paper batch record was not locked — a different operator moved it, and the unsigned step was missed during QA review.",Batch record corrected with retrospective signature and deviation report. Investigation confirmed step was performed correctly. Batch released after QA Director review.,EBR system deployed for this product — paper batch records eliminated. EBR locks step until operator signs electronically in real time. Step cannot be bypassed.,Zero missing signatures in EBR for 12 months. 100% step sign-off compliance on monthly EBR audit.,Effective,No,L. Chen,Validation Lead,Dr. L. Fernandez,QP / Responsible Person,2020-07-14,2020-08-05,2020-11-01
CAPA-2019-0465,2019-11-05,2020-01-30,86,Heparin Sodium 5000IU/mL,Warehouse,Low,Process Deviation,21 CFR Part 211.142,In-process pH of batch A7420A measured 3.8 — below validated range lower limit of 5.4 during granulation. Batch held pending investigation.,Purified water used for granulation fluid had transient low pH of 5.3 due to CO2 absorption from environmental exposure after storage tank vent filter change.,Batch rejected. Water system investigated — vent filter replaced and water re-qualified. pH specification for WFI tightened. Batch manufacturing process fully reviewed.,"In-line pH monitoring of WFI at point of use — alert at pH 5.8, process stop at pH 5.5. Vent filter change now triggers WFI re-qualification before manufacturing use.",WFI pH within specification for 12 months on daily monitoring log. Zero pH-related granulation failures.,Effective,No,R. Sharma,Engineering Lead,Dr. S. Mehta,QA Director,2019-11-20,2019-12-14,2020-01-17
CAPA-2018-0466,2018-10-26,2019-03-26,151,Heparin Sodium 5000IU/mL,Packaging,Low,Environmental Control Failure,21 CFR Part 211.130,Temperature excursion in cold room CR-04 — reached 13.5°C for 1.2 hours. Limit 2–8°C. Batch C5102A and 2 other product batches potentially affected.,"Refrigeration compressor failed overnight. Night shift operator did not respond to alarm within required 15 minutes — response was {round(random.uniform(45,120),0)} minutes after initial alarm.",Compressor replaced. All affected batches quarantined and thermal stability assessments initiated per product stability data. Engineering root cause investigation completed.,24/7 alarm escalation: unacknowledged alarm after 10 minutes auto-escalates to on-call engineer via SMS. Backup refrigeration unit installed in critical cold rooms. Alarm response training refreshed for all shifts.,Zero temperature excursions exceeding 30 minutes for 12 months. 100% alarm response within 15 minutes on monthly alarm log review.,Partially Effective,No,L. Chen,Validation Lead,Dr. L. Fernandez,QP / Responsible Person,2018-11-24,2019-01-06,2019-03-16
CAPA-2022-0467,2022-12-16,2023-04-07,112,Enoxaparin 40mg/0.4mL Injection,Sterile Fill,High,Material / Supplier Defect,21 CFR Part 211.113,Label batch LOT-68517 from ExciPure Corp — barcode scan failure rate 8.1% on incoming inspection. Required scan success rate: ≥99.9%. Labels unreadable by automated dispensing and packing systems.,"Supplier printer head alignment had drifted — narrow bars in Code 128 barcode below minimum width. Defect only apparent at scan, not visible inspection. Supplier had no outgoing scan verification.",Lot rejected. Emergency reprint commissioned at alternative print supplier with 48-hour turnaround. Incoming 100% barcode scan check performed on emergency lot — passed.,100% barcode scan verification required from supplier with each label delivery — scan report attached to COA. Incoming 100% scan added to label QC procedure.,Zero barcode scan failures on incoming label lots for 24 months. 100% supplier scan certificate compliance on monthly QC log.,Effective,No,R. Sharma,Engineering Lead,Dr. S. Mehta,QA Director,2022-12-22,2023-01-15,2023-03-25
CAPA-2023-0468,2023-03-17,2023-08-24,160,Omeprazole 20mg Capsules,Sterile Fill,Low,Process Deviation,EU GMP Annex 1,Dissolution failure at 60 minute timepoint for batch A1855B — 67.0% dissolved against NLT 81%. Three consecutive batches failed same timepoint.,Disintegrant particle size from new supplier lot was outside historical range. Smaller particle size reduced disintegrant performance. Incoming test for particle size was not performed on this excipient.,Three batches rejected. Emergency particle size testing of all remaining disintegrant stock. Alternative approved supplier lot sourced. Reformulation study initiated.,Particle size testing added to incoming QC specification for disintegrant. Supplier change notification procedure tightened — any new supplier lot requires comparative dissolution testing before use.,Zero dissolution failures for 12 months. 100% incoming particle size compliance for disintegrant on monthly QC report.,Effective,No,J. Patel,QA Manager,Dr. A. Gupta,Site Director,2023-04-16,2023-05-18,2023-08-12
CAPA-2019-0469,2019-06-01,2019-09-25,116,Heparin Sodium 5000IU/mL,Dispensary,High,Environmental Control Failure,21 CFR Part 211.101,Ambient temperature in dispensary C rose to 34.5°C for 6.5 hours due to air conditioning failure. Temperature-sensitive materials for batch D9474B dispensed during exceedance.,"AC unit capacitor failed — no alarm configured for dispensary temperature. Exceedance discovered during routine operator check {round(random.uniform(2,5),1)} hours after onset.",Dispensed materials quarantined and tested for conformance against stability data. AC unit repaired. Materials released after QA review of stability data.,Continuous temperature monitoring with alarm to QA office and engineering installed in all dispensary areas. AC unit added to monthly PM schedule. Backup portable AC unit available for emergency deployment.,Dispensary temperature within 15–25°C for 12 months on continuous monitoring. Zero undetected temperature exceedances.,Effective,No,R. Sharma,Engineering Lead,Dr. L. Fernandez,QP / Responsible Person,2019-06-26,2019-08-02,2019-09-17
CAPA-2021-0470,2021-06-18,2021-10-02,106,Lisinopril 10mg Tablets,Dispensary,Low,Process Deviation,EU GMP Chapter 5,Sterility failure for batch B4983A — Staphylococcus epidermidis detected in 2/10 samples. Batch B6106C (2785 units) quarantined.,Gowning breach identified via CCTV review — operator touched non-sterile surface and continued filling without re-gloving. No supervisor present in fill suite at time of breach.,Batch recalled and destroyed. Filling line decontaminated and re-qualified. Operator suspended pending investigation. Supervisor accountability review initiated.,Continuous CCTV monitoring of fill suite with real-time QA review station. Supervisor presence in fill suite mandatory for first 30 minutes of each fill campaign. Re-gloving stations installed at 3 fill positions.,Zero sterility failures for 18 months. 100% gowning compliance on weekly CCTV audit.,Effective,No,S. Mehta,QA Director,Dr. S. Mehta,QA Director,2021-07-12,2021-08-07,2021-09-24
CAPA-2020-0471,2020-02-15,2020-07-13,149,Ciprofloxacin 250mg Tablets,Packaging,Medium,Training Gap,EU GMP Chapter 5,Maintenance technician OP-3369 performed PM on LAF-343 using procedure revision 3.8 — current revision is 4.0. Incorrect torque settings applied to critical fasteners.,Maintenance procedure updated after equipment upgrade but engineering team training records not updated. Technician had not been notified of revision. Paper copy of old revision still in maintenance binder.,Equipment re-PM'd using current procedure. Critical fastener torque values verified with calibrated torque wrench. Equipment function tested before return to service.,Maintenance procedures issued via DMS only — paper binders eliminated. Technicians receive DMS notification of all procedure revisions. Revision acknowledgement mandatory before technician can perform task.,Zero outdated procedure usage by maintenance for 12 months. Monthly DMS access audit confirms all maintenance tasks use current procedure.,Effective,No,A. Kumar,QC Manager,Dr. S. Mehta,QA Director,2020-03-12,2020-04-16,2020-06-29
CAPA-2018-0472,2018-01-16,2018-05-20,124,Ciprofloxacin 250mg Tablets,Packaging,Medium,Training Gap,21 CFR Part 211.130,Maintenance technician OP-6425 performed PM on BAL-679 using procedure revision 2.9 — current revision is 5.0. Incorrect torque settings applied to critical fasteners.,Maintenance procedure updated after equipment upgrade but engineering team training records not updated. Technician had not been notified of revision. Paper copy of old revision still in maintenance binder.,Equipment re-PM'd using current procedure. Critical fastener torque values verified with calibrated torque wrench. Equipment function tested before return to service.,Maintenance procedures issued via DMS only — paper binders eliminated. Technicians receive DMS notification of all procedure revisions. Revision acknowledgement mandatory before technician can perform task.,Zero outdated procedure usage by maintenance for 12 months. Monthly DMS access audit confirms all maintenance tasks use current procedure.,Effective,No,J. Patel,QA Manager,Dr. A. Gupta,Site Director,2018-02-10,2018-03-01,2018-05-14
CAPA-2022-0473,2022-01-05,2022-04-02,87,Atorvastatin 20mg Tablets,QC Laboratory,High,Process Deviation,21 CFR Part 211.192,Visible particulate found in 45 vials during 100% visual inspection of batch D6431C (6079 total vials). Particles identified as glass lamellae from vial inner surface.,Glass vial supplier had process change — new vial mould introduced without notifying pharmaceutical customer. New mould produced higher rate of glass delamination under washing/sterilisation conditions.,Batch rejected and destroyed. All vials from same supplier lot quarantined. Supplier formally notified. Emergency supply sourced from qualified alternative supplier for ongoing production.,Supplier change notification clause added to vial supplier quality agreement — any process change requires prior notification and sample submission for qualification. Incoming vial delamination test introduced.,Zero glass particulate events for 12 months. Annual vial supplier audit to verify change notification process.,Not Effective,Yes,L. Chen,Validation Lead,Dr. S. Mehta,QA Director,2022-01-10,2022-02-19,2022-03-28
CAPA-2020-0474,2020-01-02,2020-03-07,65,Heparin Sodium 5000IU/mL,QC Laboratory,Low,Human Error,21 CFR Part 211.192,Analyst OP-1719 prepared HPLC standard solution at 89.0% of required concentration for batch B4241B assay. Results reported before error identified by second analyst during peer review.,"Analyst misread SOP — volumetric flask size specified was 100mL but analyst used 250mL. Calculation error not identified before solution use. Peer review is advisory, not mandatory.",All results for batch invalidated. Standard solution remade at correct concentration. Analysis repeated by senior analyst. Correct results obtained — batch released.,Mandatory second-analyst verification of standard solution preparation before analysis begins. LIMS calculation check added — system flags if standard response factor deviates >5% from expected.,Zero standard preparation errors for 12 months. 100% peer review compliance on monthly QC audit.,Partially Effective,No,L. Chen,Validation Lead,Dr. L. Fernandez,QP / Responsible Person,2020-01-13,2020-01-19,2020-02-29
CAPA-2022-0475,2022-11-12,2023-01-29,78,Salbutamol Inhaler 100mcg,Manufacturing,High,Software / System Failure,ICH Q10,LIMS system generated incorrect assay calculation for batch B7208C — formula error in dissolution calculation module introduced in version 5.3 upgrade.,Software upgrade validation did not include calculation verification against manual calculation for all test types. Dissolution module calculation tested for tablet dosage forms only — not vials.,All affected results manually recalculated. LIMS vendor provided emergency patch within 48 hours. Patch validated before installation. All results re-entered after patch confirmation.,LIMS upgrade validation protocol extended — all calculation modules must be verified against manual calculation for all dosage forms before go-live. No upgrade approved without QA sign-off on calculation check.,Zero LIMS calculation errors for 12 months. 100% upgrade validation compliance on change control audit.,Partially Effective,No,S. Mehta,QA Director,Dr. L. Fernandez,QP / Responsible Person,2022-12-09,2022-12-18,2023-01-24
CAPA-2020-0476,2020-10-09,2021-02-24,138,Morphine Sulfate 10mg/mL Injection,Sterile Fill,Low,Documentation Error,EU GMP Annex 1,Superseded SOP SOP-102 v2.3 used during batch D7131B manufacture. Current approved version is v8.3. Paper copy not removed from area when new version issued.,Document control procedure requires area managers to retrieve superseded SOPs on version change. Area manager on leave — retrieval task not delegated. Superseded copy remained accessible for {days()} days.,"Superseded SOP retrieved and destroyed. Batch risk-assessed — difference between versions was minor editorial change, no process impact. Batch released.",SOP issuance via document management system only — DMS locks access to superseded version at effective date. Area managers receive system alert to confirm receipt of new version before effective date.,Zero superseded SOP events for 12 months. Monthly DMS audit confirms all current SOPs accessed only from DMS.,Effective,No,P. Singh,Production Manager,Dr. S. Mehta,QA Director,2020-10-15,2020-11-29,2021-02-17
CAPA-2022-0477,2022-05-09,2022-10-20,164,Morphine Sulfate 10mg/mL Injection,Sterile Fill,Medium,Documentation Error,ISO 13408,Deviation report for batch D4428C closed without verification that all assigned corrective actions were completed. Two actions out of five remained open at time of closure.,QA reviewer closed deviation based on progress report from action owners without independently verifying completion. Closure criteria checklist not mandatory in previous QMS version.,Deviation reopened. Remaining two actions completed and independently verified by QA. Deviation re-closed with full evidence package attached.,QMS updated — deviation cannot be closed unless all linked corrective actions show 'Verified Complete' status in system. Verification requires QA sign-off separate from action owner sign-off.,Zero premature deviation closures for 12 months on monthly QA deviation audit.,Partially Effective,No,R. Sharma,Engineering Lead,Dr. S. Mehta,QA Director,2022-06-07,2022-07-23,2022-10-09
CAPA-2020-0478,2020-04-11,2020-08-22,133,Atorvastatin 20mg Tablets,Dispensary,Medium,Process Deviation,21 CFR Part 211.101,Sterility failure for batch B6272C — Staphylococcus epidermidis detected in 4/18 samples. Batch D9106B (2099 units) quarantined.,Gowning breach identified via CCTV review — operator touched non-sterile surface and continued filling without re-gloving. No supervisor present in fill suite at time of breach.,Batch recalled and destroyed. Filling line decontaminated and re-qualified. Operator suspended pending investigation. Supervisor accountability review initiated.,Continuous CCTV monitoring of fill suite with real-time QA review station. Supervisor presence in fill suite mandatory for first 30 minutes of each fill campaign. Re-gloving stations installed at 3 fill positions.,Zero sterility failures for 18 months. 100% gowning compliance on weekly CCTV audit.,Partially Effective,No,J. Patel,QA Manager,Dr. S. Mehta,QA Director,2020-04-30,2020-06-29,2020-08-13
CAPA-2020-0479,2020-07-31,2020-11-08,100,Insulin Injection 100IU/mL,Dispensary,High,Human Error,EU GMP Chapter 5,Two raw material lots LOT-59425 and LOT-84890 mixed during dispensing for batch B7129B — both materials look identical. Mix-up detected by second operator during verification before batch manufacture began.,Both lots stored adjacent to each other on same shelf. Labels had similar colouring. Operator picked from wrong position under dim lighting conditions in dispensary.,Mixed quantities discarded. New quantities dispensed from correct identified lots. Dispensary lighting levels measured and found below recommended 500 lux — emergency lighting upgrade initiated.,Dispensary storage reorganised — similar-looking materials stored in separate zones with physical dividers. Lighting upgraded to 750 lux. Barcode scan of material and lot mandatory before dispensing.,Zero material mix-up events for 12 months. Dispensary lighting compliance ≥500 lux on quarterly environmental check.,Effective,No,T. Brown,Regulatory Affairs Lead,Dr. L. Fernandez,QP / Responsible Person,2020-08-23,2020-08-30,2020-10-28
CAPA-2020-0480,2020-12-23,2021-03-23,90,Salbutamol Inhaler 100mcg,Stability,High,Environmental Control Failure,21 CFR Part 211.166,Non-viable particle count in Grade A zone exceeded action limit during filling of batch D8086B. 33 particles ≥5.0µm/m³ recorded at fill point 2. Limit: 20 particles/m³.,LAF unit filter integrity compromised — pinhole defect found on HEPA filter during DOP test triggered post-event. Filter had been in service for {days() + 180} days against 12-month maximum.,Filling halted. HEPA filter replaced. DOP test passed on replacement filter. Batch risk-assessed — sterility test initiated. Grade A re-qualified before restart.,HEPA filter replacement scheduled at 10 months (not 12) to provide buffer. DOP test added to quarterly PM rather than annual. Filter age tracked in LIMS with auto-alert 60 days before due.,Zero non-viable particle exceedances in Grade A for 18 months. Quarterly DOP test compliance 100%.,Effective,No,S. Mehta,QA Director,Dr. A. Gupta,Site Director,2021-01-17,2021-01-26,2021-03-19
